"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"PH_1",0.741285835715934,0.06669606171231,11.1143869170781,0.0857891981886575,8.64078288837466
"theta_w_1",-0.0702162690036424,0.103207255958284,-0.680342368873984,0.137437690351909,-0.51089529243291
"sigma_1",9.33627261753438,0.130504232346075,71.5399987394751,0.215754955402885,43.2725755943844
"asc_1",0,NA,NA,NA,NA
"x_female_1",0,NA,NA,NA,NA
"x_mayor45_1",0,NA,NA,NA,NA
"x_underage_in_household_1",0,NA,NA,NA,NA
"x_only_worker_1",0,NA,NA,NA,NA
"x_university_1",0,NA,NA,NA,NA
"x_metropolitana_1",0,NA,NA,NA,NA
"PH_female_1",-0.123572049684231,0.0506230335122995,-2.44102419611436,0.0598316581405567,-2.06532884971925
"PH_mayor45_1",0.320844279466597,0.0653044761936906,4.91305187893988,0.116548936874422,2.75287178133848
"PH_underage_in_household_1",0.0378700986714255,0.0512104888061183,0.739498871311321,0.068876369966293,0.549827156831269
"PH_only_worker_1",-0.447537647318934,0.0608050617206351,-7.36020381617432,0.0672525096196751,-6.65458657007506
"theta_w_female_1",0.122052528021944,0.0871894162248175,1.39985485975995,0.104032900033455,1.17321085909068
"theta_w_mayor45_1",-0.160991737872405,0.102223168839937,-1.57490459060695,0.176103524138179,-0.914188053079984
"theta_w_underage_in_household_1",0.0135732132710034,0.09054675562109,0.149902811844558,0.124415049840572,0.109096233039302
"theta_w_only_worker_1",0.52994512020603,0.0980542272396504,5.40461268345742,0.115301315420245,4.59617583957744
"PH_2",1.25658968832704,0.0895308504986578,14.0352703155196,0.10784687972679,11.6516091287051
"theta_w_2",-1.95741962255627,0.168449355251527,-11.6202262670194,0.204214291122738,-9.58512556488914
"sigma_2",4.00883711392004,0.117948229449375,33.9881076014005,0.11645496258426,34.4239268551521
"asc_2",-0.144709422501202,0.139849749908121,-1.03474924049755,0.156150380601566,-0.92673115456851
"x_female_2",-0.351106351364297,0.116904008339162,-3.00337307806988,0.122919454613163,-2.85639366420275
"x_mayor45_2",0.0976620892077501,0.121843910835836,0.801534426610233,0.130528310132404,0.748206186908303
"x_underage_in_household_2",0.227155959862037,0.119713144901486,1.89750223376862,0.125224043048545,1.81399637267721
"x_only_worker_2",-1.41589513375731,0.150228493805089,-9.42494394967668,0.155548793153902,-9.10257871532574
"x_university_2",0.522442231159518,0.120808914000281,4.32453379357673,0.127706076926795,4.09097392803787
"x_metropolitana_2",0.0966377389269607,0.148264773856273,0.651791632047682,0.1575093351964,0.61353658058719
"PH_female_2",0.591007294822867,0.0741810976747143,7.96708748385534,0.0857723707915486,6.89041575240101
"PH_mayor45_2",-0.370831493284532,0.0415337820368351,-8.92843066773096,0.046847061776799,-7.91578978957834
"PH_underage_in_household_2",-0.772945701378513,0.0812002969463894,-9.5190009205118,0.0965067513649367,-8.00923966920871
"PH_only_worker_2",-0.0537396178655138,0.0343096077565859,-1.56631396799336,0.0358127752443003,-1.50057116486851
"theta_w_female_2",-1.17541319294313,0.142561695175943,-8.24494399770212,0.165145506410803,-7.11743975654574
"theta_w_mayor45_2",0.858602138336133,0.0821641061330724,10.4498445701526,0.0938166610523077,9.15191532831698
"theta_w_underage_in_household_2",1.40668709182023,0.14953034833693,9.407368520607,0.178415854018736,7.88431666881191
"theta_w_only_worker_2",0.0435929438599021,0.0689364285488382,0.632364408449424,0.0702065566115642,0.620924112559618
